RMS,Kurtosis,Mean_Freq,Label,Label_Name
0.3673148259554278,1.7118971510626066,503.4474278095647,0,Normal
0.3677987870912652,1.712723361339871,496.9191951906008,0,Normal
0.3672441128184036,1.7165659825930206,500.7864094639801,0,Normal
0.3669078598004107,1.7226213658905682,503.6903422535274,0,Normal
0.3676404165668278,1.7178617835487902,491.7358839576184,0,Normal
0.3667492626966663,1.7164606701382117,500.55227618274927,0,Normal
0.3673675722699521,1.7126908865386348,493.3358565130121,0,Normal
0.3678715087292898,1.7102674320380176,502.2136703911903,0,Normal
0.3678693224082462,1.7103750373130824,501.794294782326,0,Normal
0.3672694773060894,1.710070918163781,499.0891526399346,0,Normal
0.3671622600916341,1.716506274027549,502.5110429431332,0,Normal
0.3670305838882849,1.706144154026128,501.869122476764,0,Normal
0.367759439068364,1.7119867896699583,504.3141145647503,0,Normal
0.3673742898993296,1.7071080592599486,507.41321637008383,0,Normal
0.3676953933234285,1.7131788303687376,508.9185053262864,0,Normal
0.367383262757931,1.7105732488366745,508.0308677421641,0,Normal
0.3671085837161231,1.7164992900127465,506.26513980598537,0,Normal
0.3675812160300772,1.7190987165543343,507.8666093894106,0,Normal
0.3680135668288934,1.7155321872998457,498.8249741939049,0,Normal
0.3687661565967886,1.7098093722067835,499.9760875023587,0,Normal
0.367157593066052,1.7133702076289512,504.9667770172229,0,Normal
0.3673520636290338,1.7074031294029093,497.09919903384326,0,Normal
0.3674966964414426,1.719225408875945,501.2844682713318,0,Normal
0.366561177771968,1.719881013700654,510.4202082672172,0,Normal
0.3668885826232178,1.7196982474319926,503.8871241342853,0,Normal
0.3680307032704916,1.7120404592818217,493.6496894234273,0,Normal
0.3669895787490689,1.7175862164046751,507.61327300926,0,Normal
0.3669918013892699,1.719474324594912,500.5190012098828,0,Normal
0.3673039655912305,1.713181098627651,495.3242960682677,0,Normal
0.3676910173112816,1.71467061864131,493.1935204932613,0,Normal
0.3672904365687033,1.7164171237895856,505.98771362510513,0,Normal
0.3663581655083084,1.7122737378641582,500.3047555995963,0,Normal
0.3678338774559334,1.7123368752071146,503.5996841425778,0,Normal
0.3677608554193652,1.7139700228757204,497.5670447074701,0,Normal
0.367207943718552,1.713691763492985,495.334010009552,0,Normal
0.3678542729955059,1.7118332766772888,503.24355843437337,0,Normal
0.3674946508608138,1.7187606002505442,499.8970881201929,0,Normal
0.3677534389014691,1.7130462568042513,505.1047018454032,0,Normal
0.3668257403504064,1.7192081525354674,503.7465036175645,0,Normal
0.3667733556920388,1.7099552378908474,494.945207219774,0,Normal
0.3676390131001842,1.7214763786658636,502.4797823468528,0,Normal
0.367012551474592,1.718864450468908,500.2312258958754,0,Normal
0.3680490151900745,1.7065309848420611,495.650716224297,0,Normal
0.3685269618129219,1.7134208357204663,515.2938595781601,0,Normal
0.3665666649015887,1.712702145315324,504.616620306263,0,Normal
0.3683571805306312,1.7256824527683556,507.1369930259824,0,Normal
0.3683075717620716,1.7253610963394177,504.9894321937052,0,Normal
0.367866558621008,1.7176292831045012,501.0045996308821,0,Normal
0.3683045961728335,1.7119483389147896,494.7454586707384,0,Normal
0.3668742371726193,1.705525779576918,504.6126119097896,0,Normal
0.3672240065804119,1.7148016455799953,504.2766964320271,0,Normal
0.3661146789070832,1.720227423238455,500.2826404609267,0,Normal
0.3662417182935563,1.7221281339210188,503.60347603708254,0,Normal
0.3675470279198695,1.7149810510505692,505.3294315363052,0,Normal
0.3680008028918474,1.71047805205834,509.8342963053699,0,Normal
0.3674708800138447,1.7170499533104062,501.7044827398071,0,Normal
0.3680844200938692,1.710615945440641,503.9714739889762,0,Normal
0.3673754342476947,1.714928228061293,498.07972247538174,0,Normal
0.3674861314956854,1.7152818165340484,514.2955461698363,0,Normal
0.3665525066281067,1.7173160594773609,505.3715848444784,0,Normal
0.3673255408281187,1.712831802600316,500.5949901980447,0,Normal
0.3680984286597966,1.7153812538250175,500.8729557060543,0,Normal
0.367059809490086,1.7060982024613038,507.0932905590885,0,Normal
0.3675983097123435,1.7059782628295432,506.4500258606274,0,Normal
